,product_id,product_name,category,stock_quantity,warehouse_location,stock_status,inventory_value,date_updated
573,PRD0573,Produk_573,Pakaian,352,Gudang C,Tersedia,2523406.16,2025-05-01
574,PRD0574,Produk_574,Kesehatan,1,Gudang C,Tersedia,4147461.7,2025-05-09
575,PRD0575,Produk_575,Elektronik,224,Gudang B,Tersedia,2545627.18,2025-05-06
576,PRD0576,Produk_576,Peralatan Rumah Tangga,288,Gudang B,Habis,3105004.36,2025-05-08
577,PRD0577,Produk_577,Elektronik,232,Gudang C,Habis,2393933.21,2025-05-11
578,PRD0578,Produk_578,Peralatan Rumah Tangga,460,Gudang A,Habis,2396013.03,2025-05-04
579,PRD0579,Produk_579,Makanan & Minuman,413,Gudang C,Habis,3842170.19,2025-05-09
580,PRD0580,Produk_580,Pakaian,416,Gudang B,Tersedia,3146546.34,2025-05-02
581,PRD0581,Produk_581,Elektronik,76,Gudang A,Tersedia,3169983.38,2025-05-09
582,PRD0582,Produk_582,Otomotif,115,Gudang A,Tersedia,2256909.59,2025-05-12
583,PRD0583,Produk_583,Kesehatan,153,Gudang C,Tersedia,2660236.39,2025-05-05
584,PRD0584,Produk_584,Makanan & Minuman,405,Gudang B,Tersedia,3731131.15,2025-05-13
585,PRD0585,Produk_585,Elektronik,102,Gudang C,Segera Habis,4131445.19,2025-05-06
586,PRD0586,Produk_586,Kesehatan,193,Gudang C,Tersedia,3485841.4,2025-05-03
587,PRD0587,Produk_587,Elektronik,165,Gudang C,Tersedia,4621124.21,2025-05-04
588,PRD0588,Produk_588,Peralatan Rumah Tangga,358,Gudang A,Tersedia,4103417.2,2025-05-06
589,PRD0589,Produk_589,Elektronik,89,Gudang A,Tersedia,2813700.31,2025-05-07
590,PRD0590,Produk_590,Otomotif,173,Gudang B,Habis,3360316.3,2025-05-01
591,PRD0591,Produk_591,Elektronik,121,Gudang B,Tersedia,4632278.3,2025-05-07
592,PRD0592,Produk_592,Elektronik,497,Gudang C,Tersedia,3099648.54,2025-05-01
593,PRD0593,Produk_593,Otomotif,142,Gudang C,Habis,4125786.67,2025-05-05
594,PRD0594,Produk_594,Makanan & Minuman,481,Gudang C,Tersedia,3447164.41,2025-05-06
595,PRD0595,Produk_595,Elektronik,105,Gudang B,Tersedia,2764162.44,2025-05-13
596,PRD0596,Produk_596,Otomotif,374,Gudang A,Tersedia,1216772.6,2025-05-02
597,PRD0597,Produk_597,Kesehatan,427,Gudang A,Habis,2135727.62,2025-05-15
598,PRD0598,Produk_598,Peralatan Rumah Tangga,304,Gudang C,Tersedia,4839036.7,2025-05-15
599,PRD0599,Produk_599,Peralatan Rumah Tangga,359,Gudang C,Habis,3292249.26,2025-05-13
600,PRD0600,Produk_600,Elektronik,458,Gudang C,Habis,2826332.95,2025-05-10
601,PRD0601,Produk_601,Makanan & Minuman,316,Gudang C,Tersedia,4665453.56,2025-05-09
602,PRD0602,Produk_602,Makanan & Minuman,450,Gudang B,Segera Habis,2936693.79,2025-05-14
603,PRD0603,Produk_603,Kesehatan,122,Gudang A,Habis,2635151.77,2025-05-10
604,PRD0604,Produk_604,Elektronik,389,Gudang C,Habis,3798961.17,2025-05-06
605,PRD0605,Produk_605,Peralatan Rumah Tangga,8,Gudang B,Habis,3566201.44,2025-05-07
606,PRD0606,Produk_606,Makanan & Minuman,261,Gudang C,Tersedia,973868.44,2025-05-14
607,PRD0607,Produk_607,Elektronik,72,Gudang C,Tersedia,2361828.29,2025-05-15
608,PRD0608,Produk_608,Makanan & Minuman,358,Gudang A,Tersedia,2367852.06,2025-05-10
609,PRD0609,Produk_609,Otomotif,222,Gudang C,Tersedia,1897340.33,2025-05-15
610,PRD0610,Produk_610,Makanan & Minuman,415,Gudang A,Tersedia,2591294.48,2025-05-08
611,PRD0611,Produk_611,Peralatan Rumah Tangga,40,Gudang A,Habis,2071405.91,2025-05-11
612,PRD0612,Produk_612,Pakaian,369,Gudang A,Habis,1004733.99,2025-05-15
613,PRD0613,Produk_613,Kesehatan,203,Gudang B,Tersedia,2067708.77,2025-05-13
614,PRD0614,Produk_614,Kesehatan,263,Gudang B,Habis,370661.97,2025-05-10
615,PRD0615,Produk_615,Peralatan Rumah Tangga,327,Gudang A,Habis,2883171.46,2025-05-01
616,PRD0616,Produk_616,Makanan & Minuman,177,Gudang C,Tersedia,4269736.2,2025-05-14
617,PRD0617,Produk_617,Elektronik,347,Gudang A,Tersedia,3629182.55,2025-05-08
618,PRD0618,Produk_618,Makanan & Minuman,317,Gudang C,Tersedia,1808366.26,2025-05-04
619,PRD0619,Produk_619,Peralatan Rumah Tangga,83,Gudang A,Habis,444485.32,2025-05-10
620,PRD0620,Produk_620,Kesehatan,317,Gudang C,Tersedia,1018725.5,2025-05-08
621,PRD0621,Produk_621,Makanan & Minuman,110,Gudang B,Tersedia,2731996.8,2025-05-13
622,PRD0622,Produk_622,Kesehatan,250,Gudang C,Tersedia,1043214.85,2025-05-15
623,PRD0623,Produk_623,Elektronik,382,Gudang A,Habis,2724425.83,2025-05-06
624,PRD0624,Produk_624,Kesehatan,6,Gudang B,Habis,1165679.13,2025-05-11
625,PRD0625,Produk_625,Kesehatan,458,Gudang C,Habis,4246130.11,2025-05-09
626,PRD0626,Produk_626,Pakaian,83,Gudang C,Segera Habis,1992384.65,2025-05-11
627,PRD0627,Produk_627,Pakaian,207,Gudang C,Habis,1235297.62,2025-05-04
628,PRD0628,Produk_628,Otomotif,387,Gudang C,Segera Habis,4063507.64,2025-05-02
629,PRD0629,Produk_629,Pakaian,389,Gudang C,Segera Habis,1720766.43,2025-05-14
630,PRD0630,Produk_630,Kesehatan,313,Gudang B,Habis,566323.56,2025-05-02
631,PRD0631,Produk_631,Peralatan Rumah Tangga,21,Gudang B,Tersedia,2856343.36,2025-05-05
632,PRD0632,Produk_632,Kesehatan,409,Gudang B,Tersedia,2912005.38,2025-05-10
633,PRD0633,Produk_633,Peralatan Rumah Tangga,382,Gudang B,Tersedia,3576331.42,2025-05-09
634,PRD0634,Produk_634,Peralatan Rumah Tangga,2,Gudang A,Tersedia,1208694.97,2025-05-12
635,PRD0635,Produk_635,Pakaian,126,Gudang B,Tersedia,2224418.98,2025-05-03
636,PRD0636,Produk_636,Makanan & Minuman,296,Gudang C,Tersedia,1419015.92,2025-05-08
637,PRD0637,Produk_637,Elektronik,187,Gudang C,Segera Habis,413959.14,2025-05-04
638,PRD0638,Produk_638,Pakaian,361,Gudang B,Habis,4384303.0,2025-05-06
639,PRD0639,Produk_639,Pakaian,13,Gudang C,Habis,3647060.32,2025-05-10
640,PRD0640,Produk_640,Makanan & Minuman,458,Gudang B,Tersedia,1514300.67,2025-05-06
641,PRD0641,Produk_641,Elektronik,465,Gudang C,Tersedia,3000871.23,2025-05-03
642,PRD0642,Produk_642,Kesehatan,11,Gudang A,Tersedia,1014306.3,2025-05-14
643,PRD0643,Produk_643,Otomotif,86,Gudang A,Tersedia,4452280.74,2025-05-05
644,PRD0644,Produk_644,Otomotif,11,Gudang B,Tersedia,583382.65,2025-05-12
645,PRD0645,Produk_645,Kesehatan,396,Gudang B,Tersedia,29147.36,2025-05-03
646,PRD0646,Produk_646,Pakaian,24,Gudang B,Segera Habis,2515020.91,2025-05-11
647,PRD0647,Produk_647,Elektronik,300,Gudang C,Habis,2919807.84,2025-05-15
648,PRD0648,Produk_648,Pakaian,242,Gudang B,Tersedia,2899036.95,2025-05-11
649,PRD0649,Produk_649,Peralatan Rumah Tangga,121,Gudang A,Tersedia,282014.52,2025-05-15
650,PRD0650,Produk_650,Pakaian,146,Gudang C,Tersedia,1577078.6,2025-05-01
651,PRD0651,Produk_651,Pakaian,54,Gudang B,Tersedia,2501002.74,2025-05-07
652,PRD0652,Produk_652,Kesehatan,237,Gudang C,Segera Habis,1090730.14,2025-05-04
653,PRD0653,Produk_653,Kesehatan,355,Gudang C,Tersedia,4364403.17,2025-05-14
654,PRD0654,Produk_654,Kesehatan,172,Gudang B,Tersedia,444675.35,2025-05-07
655,PRD0655,Produk_655,Otomotif,391,Gudang C,Tersedia,2442048.36,2025-05-03
656,PRD0656,Produk_656,Peralatan Rumah Tangga,220,Gudang A,Tersedia,3460166.13,2025-05-12
657,PRD0657,Produk_657,Kesehatan,118,Gudang A,Tersedia,1316137.99,2025-05-15
658,PRD0658,Produk_658,Elektronik,308,Gudang C,Habis,3124961.28,2025-05-15
659,PRD0659,Produk_659,Otomotif,182,Gudang B,Tersedia,4148631.9,2025-05-11
660,PRD0660,Produk_660,Makanan & Minuman,287,Gudang C,Tersedia,959781.51,2025-05-05
661,PRD0661,Produk_661,Elektronik,306,Gudang A,Tersedia,4586930.75,2025-05-05
662,PRD0662,Produk_662,Elektronik,299,Gudang C,Tersedia,2772257.08,2025-05-15
663,PRD0663,Produk_663,Kesehatan,81,Gudang C,Habis,1503167.7,2025-05-13
664,PRD0664,Produk_664,Makanan & Minuman,453,Gudang A,Tersedia,2159982.79,2025-05-02
665,PRD0665,Produk_665,Makanan & Minuman,401,Gudang C,Tersedia,1567837.5,2025-05-11
666,PRD0666,Produk_666,Otomotif,210,Gudang C,Tersedia,3628304.69,2025-05-10
667,PRD0667,Produk_667,Makanan & Minuman,149,Gudang B,Tersedia,3983540.31,2025-05-12
668,PRD0668,Produk_668,Peralatan Rumah Tangga,36,Gudang B,Tersedia,4166357.59,2025-05-02
669,PRD0669,Produk_669,Kesehatan,351,Gudang A,Tersedia,4928983.57,2025-05-04
670,PRD0670,Produk_670,Makanan & Minuman,311,Gudang A,Tersedia,3958508.62,2025-05-15
671,PRD0671,Produk_671,Otomotif,360,Gudang A,Habis,3010906.51,2025-05-04
672,PRD0672,Produk_672,Peralatan Rumah Tangga,58,Gudang B,Tersedia,1702709.29,2025-05-04
673,PRD0673,Produk_673,Pakaian,130,Gudang A,Segera Habis,2727531.29,2025-05-06
674,PRD0674,Produk_674,Pakaian,411,Gudang A,Tersedia,214930.18,2025-05-02
675,PRD0675,Produk_675,Peralatan Rumah Tangga,201,Gudang A,Segera Habis,3726677.13,2025-05-06
676,PRD0676,Produk_676,Otomotif,242,Gudang B,Habis,2235318.17,2025-05-07
677,PRD0677,Produk_677,Peralatan Rumah Tangga,34,Gudang C,Tersedia,109915.92,2025-05-11
678,PRD0678,Produk_678,Kesehatan,444,Gudang A,Habis,321909.64,2025-05-10
679,PRD0679,Produk_679,Kesehatan,92,Gudang C,Tersedia,1943457.65,2025-05-03
680,PRD0680,Produk_680,Pakaian,437,Gudang A,Segera Habis,2921273.38,2025-05-11
681,PRD0681,Produk_681,Makanan & Minuman,446,Gudang C,Tersedia,2326377.71,2025-05-12
682,PRD0682,Produk_682,Otomotif,206,Gudang B,Tersedia,3099829.54,2025-05-08
683,PRD0683,Produk_683,Pakaian,352,Gudang B,Tersedia,2406668.35,2025-05-02
684,PRD0684,Produk_684,Makanan & Minuman,390,Gudang A,Segera Habis,3311902.19,2025-05-11
685,PRD0685,Produk_685,Makanan & Minuman,331,Gudang C,Tersedia,1103439.06,2025-05-08
686,PRD0686,Produk_686,Kesehatan,304,Gudang B,Tersedia,573087.5,2025-05-13
687,PRD0687,Produk_687,Elektronik,349,Gudang A,Habis,2986205.43,2025-05-11
688,PRD0688,Produk_688,Elektronik,212,Gudang A,Habis,2428600.69,2025-05-05
689,PRD0689,Produk_689,Peralatan Rumah Tangga,158,Gudang B,Tersedia,144069.59,2025-05-02
690,PRD0690,Produk_690,Kesehatan,441,Gudang B,Tersedia,1908604.61,2025-05-07
691,PRD0691,Produk_691,Makanan & Minuman,444,Gudang A,Tersedia,539566.67,2025-05-14
692,PRD0692,Produk_692,Otomotif,23,Gudang C,Tersedia,2661470.59,2025-05-02
693,PRD0693,Produk_693,Elektronik,403,Gudang C,Tersedia,1984930.62,2025-05-14
694,PRD0694,Produk_694,Makanan & Minuman,292,Gudang C,Segera Habis,3069628.04,2025-05-06
695,PRD0695,Produk_695,Elektronik,3,Gudang A,Tersedia,4029955.07,2025-05-10
696,PRD0696,Produk_696,Elektronik,219,Gudang B,Tersedia,1505346.73,2025-05-03
697,PRD0697,Produk_697,Elektronik,363,Gudang A,Tersedia,4810889.5,2025-05-09
698,PRD0698,Produk_698,Otomotif,381,Gudang B,Tersedia,2682816.16,2025-05-03
699,PRD0699,Produk_699,Kesehatan,19,Gudang C,Tersedia,3095271.09,2025-05-11
700,PRD0700,Produk_700,Otomotif,443,Gudang C,Tersedia,3406555.14,2025-05-15
701,PRD0701,Produk_701,Pakaian,151,Gudang B,Tersedia,3336990.33,2025-05-12
702,PRD0702,Produk_702,Makanan & Minuman,49,Gudang B,Segera Habis,2559744.01,2025-05-12
703,PRD0703,Produk_703,Kesehatan,176,Gudang A,Tersedia,2149533.81,2025-05-03
704,PRD0704,Produk_704,Kesehatan,434,Gudang C,Segera Habis,278372.0,2025-05-05
705,PRD0705,Produk_705,Kesehatan,95,Gudang A,Habis,120208.37,2025-05-07
706,PRD0706,Produk_706,Kesehatan,104,Gudang A,Tersedia,1796226.36,2025-05-14
707,PRD0707,Produk_707,Otomotif,419,Gudang A,Habis,1674967.84,2025-05-08
708,PRD0708,Produk_708,Kesehatan,249,Gudang C,Tersedia,1944598.82,2025-05-12
709,PRD0709,Produk_709,Peralatan Rumah Tangga,116,Gudang A,Tersedia,700457.32,2025-05-11
710,PRD0710,Produk_710,Makanan & Minuman,353,Gudang A,Habis,3693459.67,2025-05-07
711,PRD0711,Produk_711,Kesehatan,227,Gudang A,Tersedia,4286252.43,2025-05-09
712,PRD0712,Produk_712,Makanan & Minuman,65,Gudang A,Tersedia,4694186.03,2025-05-05
713,PRD0713,Produk_713,Peralatan Rumah Tangga,334,Gudang A,Habis,2466887.89,2025-05-10
714,PRD0714,Produk_714,Peralatan Rumah Tangga,417,Gudang A,Tersedia,3507319.84,2025-05-11
715,PRD0715,Produk_715,Makanan & Minuman,419,Gudang C,Tersedia,4279200.11,2025-05-15
716,PRD0716,Produk_716,Elektronik,261,Gudang A,Segera Habis,2097272.64,2025-05-03
717,PRD0717,Produk_717,Pakaian,294,Gudang B,Tersedia,1553969.85,2025-05-06
718,PRD0718,Produk_718,Elektronik,425,Gudang A,Tersedia,4684255.53,2025-05-05
719,PRD0719,Produk_719,Elektronik,242,Gudang A,Tersedia,2583225.99,2025-05-12
720,PRD0720,Produk_720,Otomotif,370,Gudang C,Tersedia,2491296.89,2025-05-04
721,PRD0721,Produk_721,Elektronik,185,Gudang C,Tersedia,900296.32,2025-05-12
722,PRD0722,Produk_722,Kesehatan,245,Gudang B,Segera Habis,549693.52,2025-05-02
723,PRD0723,Produk_723,Otomotif,124,Gudang B,Tersedia,4212113.24,2025-05-07
724,PRD0724,Produk_724,Otomotif,267,Gudang C,Tersedia,3074524.55,2025-05-13
725,PRD0725,Produk_725,Peralatan Rumah Tangga,130,Gudang C,Habis,1635864.67,2025-05-05
726,PRD0726,Produk_726,Elektronik,236,Gudang A,Habis,966763.72,2025-05-04
727,PRD0727,Produk_727,Peralatan Rumah Tangga,17,Gudang C,Tersedia,2781931.43,2025-05-12
728,PRD0728,Produk_728,Makanan & Minuman,39,Gudang B,Tersedia,2923757.25,2025-05-14
729,PRD0729,Produk_729,Pakaian,20,Gudang A,Tersedia,1042898.07,2025-05-08
730,PRD0730,Produk_730,Otomotif,398,Gudang B,Tersedia,4258514.68,2025-05-09
731,PRD0731,Produk_731,Makanan & Minuman,224,Gudang A,Tersedia,430479.19,2025-05-09
732,PRD0732,Produk_732,Makanan & Minuman,354,Gudang C,Tersedia,1786904.49,2025-05-03
733,PRD0733,Produk_733,Kesehatan,281,Gudang B,Segera Habis,3405118.22,2025-05-03
734,PRD0734,Produk_734,Pakaian,7,Gudang A,Habis,1377860.62,2025-05-05
735,PRD0735,Produk_735,Makanan & Minuman,99,Gudang A,Tersedia,4140099.22,2025-05-05
736,PRD0736,Produk_736,Makanan & Minuman,239,Gudang C,Tersedia,3701940.45,2025-05-10
737,PRD0737,Produk_737,Pakaian,477,Gudang C,Tersedia,3947223.99,2025-05-02
738,PRD0738,Produk_738,Pakaian,86,Gudang C,Tersedia,604341.61,2025-05-01
739,PRD0739,Produk_739,Makanan & Minuman,297,Gudang B,Tersedia,711330.17,2025-05-08
740,PRD0740,Produk_740,Pakaian,427,Gudang A,Habis,1439503.95,2025-05-03
741,PRD0741,Produk_741,Makanan & Minuman,13,Gudang C,Tersedia,2595205.05,2025-05-01
742,PRD0742,Produk_742,Makanan & Minuman,333,Gudang B,Tersedia,3742600.22,2025-05-01
743,PRD0743,Produk_743,Kesehatan,1,Gudang B,Habis,4184289.14,2025-05-11
744,PRD0744,Produk_744,Elektronik,374,Gudang B,Tersedia,3524633.23,2025-05-15
745,PRD0745,Produk_745,Makanan & Minuman,292,Gudang C,Tersedia,4643698.44,2025-05-02
746,PRD0746,Produk_746,Peralatan Rumah Tangga,324,Gudang C,Tersedia,3696330.11,2025-05-06
747,PRD0747,Produk_747,Otomotif,421,Gudang A,Tersedia,1538276.76,2025-05-06
748,PRD0748,Produk_748,Elektronik,492,Gudang A,Segera Habis,1332755.61,2025-05-14
749,PRD0749,Produk_749,Elektronik,40,Gudang C,Tersedia,3484000.33,2025-05-03
750,PRD0750,Produk_750,Elektronik,317,Gudang B,Tersedia,972424.14,2025-05-12
751,PRD0751,Produk_751,Kesehatan,315,Gudang B,Tersedia,472646.91,2025-05-04
752,PRD0752,Produk_752,Makanan & Minuman,380,Gudang B,Segera Habis,2665792.15,2025-05-12
753,PRD0753,Produk_753,Kesehatan,110,Gudang A,Tersedia,4109991.43,2025-05-13
754,PRD0754,Produk_754,Makanan & Minuman,13,Gudang B,Tersedia,515885.41,2025-05-02
755,PRD0755,Produk_755,Kesehatan,230,Gudang A,Tersedia,3961537.71,2025-05-02
756,PRD0756,Produk_756,Kesehatan,472,Gudang A,Tersedia,4059744.3,2025-05-15
757,PRD0757,Produk_757,Otomotif,83,Gudang B,Tersedia,2416547.26,2025-05-07
758,PRD0758,Produk_758,Peralatan Rumah Tangga,129,Gudang B,Tersedia,295978.45,2025-05-13
759,PRD0759,Produk_759,Kesehatan,230,Gudang C,Tersedia,881203.36,2025-05-01
760,PRD0760,Produk_760,Otomotif,325,Gudang C,Tersedia,3540057.11,2025-05-07
761,PRD0761,Produk_761,Pakaian,144,Gudang B,Habis,3561771.95,2025-05-14
762,PRD0762,Produk_762,Peralatan Rumah Tangga,378,Gudang A,Tersedia,4492792.82,2025-05-12
763,PRD0763,Produk_763,Kesehatan,344,Gudang A,Tersedia,2917603.87,2025-05-14
764,PRD0764,Produk_764,Elektronik,27,Gudang A,Tersedia,629295.76,2025-05-12
765,PRD0765,Produk_765,Pakaian,65,Gudang A,Segera Habis,615860.38,2025-05-14
766,PRD0766,Produk_766,Pakaian,162,Gudang A,Tersedia,3608450.46,2025-05-01
767,PRD0767,Produk_767,Otomotif,228,Gudang C,Habis,927085.48,2025-05-14
768,PRD0768,Produk_768,Pakaian,260,Gudang B,Habis,1648643.64,2025-05-06
769,PRD0769,Produk_769,Peralatan Rumah Tangga,448,Gudang C,Tersedia,2441187.91,2025-05-03
770,PRD0770,Produk_770,Kesehatan,423,Gudang A,Segera Habis,133576.74,2025-05-08
771,PRD0771,Produk_771,Kesehatan,459,Gudang A,Tersedia,1251606.94,2025-05-06
772,PRD0772,Produk_772,Elektronik,439,Gudang A,Tersedia,2045369.15,2025-05-11
773,PRD0773,Produk_773,Otomotif,163,Gudang A,Habis,1405385.23,2025-05-02
774,PRD0774,Produk_774,Elektronik,300,Gudang B,Habis,690487.93,2025-05-08
775,PRD0775,Produk_775,Pakaian,406,Gudang A,Tersedia,3642781.17,2025-05-05
776,PRD0776,Produk_776,Elektronik,302,Gudang B,Tersedia,4067606.8,2025-05-08
777,PRD0777,Produk_777,Peralatan Rumah Tangga,286,Gudang A,Tersedia,1294820.09,2025-05-08
778,PRD0778,Produk_778,Kesehatan,394,Gudang B,Habis,3874353.28,2025-05-06
779,PRD0779,Produk_779,Pakaian,9,Gudang C,Tersedia,1933912.29,2025-05-02
780,PRD0780,Produk_780,Elektronik,194,Gudang A,Tersedia,2538362.1,2025-05-08
781,PRD0781,Produk_781,Otomotif,117,Gudang B,Tersedia,4281445.36,2025-05-15
782,PRD0782,Produk_782,Peralatan Rumah Tangga,269,Gudang C,Tersedia,3752268.87,2025-05-15
783,PRD0783,Produk_783,Peralatan Rumah Tangga,79,Gudang A,Habis,4027533.09,2025-05-11
784,PRD0784,Produk_784,Elektronik,457,Gudang A,Tersedia,692857.38,2025-05-06
785,PRD0785,Produk_785,Kesehatan,92,Gudang A,Segera Habis,357899.93,2025-05-06
786,PRD0786,Produk_786,Elektronik,265,Gudang B,Tersedia,4468089.6,2025-05-08
787,PRD0787,Produk_787,Pakaian,331,Gudang B,Habis,1945293.01,2025-05-01
788,PRD0788,Produk_788,Elektronik,349,Gudang C,Tersedia,1446519.59,2025-05-02
789,PRD0789,Produk_789,Peralatan Rumah Tangga,360,Gudang B,Tersedia,3626234.31,2025-05-12
790,PRD0790,Produk_790,Elektronik,256,Gudang B,Tersedia,4183713.83,2025-05-12
791,PRD0791,Produk_791,Kesehatan,132,Gudang A,Tersedia,4313823.21,2025-05-09
792,PRD0792,Produk_792,Otomotif,275,Gudang A,Tersedia,1586825.73,2025-05-11
793,PRD0793,Produk_793,Makanan & Minuman,263,Gudang A,Segera Habis,4262539.83,2025-05-12
794,PRD0794,Produk_794,Elektronik,170,Gudang A,Tersedia,214260.38,2025-05-08
795,PRD0795,Produk_795,Kesehatan,459,Gudang A,Tersedia,257810.84,2025-05-12
796,PRD0796,Produk_796,Kesehatan,0,Gudang A,Tersedia,3121360.78,2025-05-07
797,PRD0797,Produk_797,Otomotif,312,Gudang A,Tersedia,324900.78,2025-05-07
798,PRD0798,Produk_798,Peralatan Rumah Tangga,63,Gudang C,Tersedia,1629799.75,2025-05-05
799,PRD0799,Produk_799,Kesehatan,373,Gudang C,Habis,3367052.37,2025-05-02
800,PRD0800,Produk_800,Kesehatan,467,Gudang C,Segera Habis,1692961.81,2025-05-11
801,PRD0801,Produk_801,Kesehatan,283,Gudang C,Tersedia,906202.91,2025-05-06
802,PRD0802,Produk_802,Kesehatan,120,Gudang A,Tersedia,1413939.6,2025-05-10
803,PRD0803,Produk_803,Pakaian,106,Gudang C,Tersedia,2293300.91,2025-05-03
804,PRD0804,Produk_804,Pakaian,420,Gudang A,Tersedia,2382175.42,2025-05-04
805,PRD0805,Produk_805,Peralatan Rumah Tangga,174,Gudang C,Tersedia,3917171.15,2025-05-13
806,PRD0806,Produk_806,Elektronik,484,Gudang B,Tersedia,3753264.61,2025-05-10
807,PRD0807,Produk_807,Kesehatan,203,Gudang C,Tersedia,2289520.84,2025-05-12
808,PRD0808,Produk_808,Otomotif,164,Gudang C,Tersedia,4229880.07,2025-05-11
809,PRD0809,Produk_809,Elektronik,304,Gudang A,Habis,580043.32,2025-05-02
810,PRD0810,Produk_810,Otomotif,496,Gudang C,Tersedia,1284213.22,2025-05-14
811,PRD0811,Produk_811,Elektronik,119,Gudang B,Tersedia,4141602.55,2025-05-02
812,PRD0812,Produk_812,Peralatan Rumah Tangga,43,Gudang A,Tersedia,1896190.25,2025-05-12
813,PRD0813,Produk_813,Kesehatan,311,Gudang A,Tersedia,4906095.98,2025-05-08
814,PRD0814,Produk_814,Kesehatan,155,Gudang C,Segera Habis,2336603.87,2025-05-08
815,PRD0815,Produk_815,Makanan & Minuman,366,Gudang A,Habis,3961758.76,2025-05-10
816,PRD0816,Produk_816,Otomotif,206,Gudang A,Habis,2017512.14,2025-05-06
817,PRD0817,Produk_817,Elektronik,389,Gudang A,Tersedia,2130518.06,2025-05-13
818,PRD0818,Produk_818,Elektronik,107,Gudang A,Habis,1920586.9,2025-05-05
819,PRD0819,Produk_819,Pakaian,250,Gudang A,Tersedia,3598187.35,2025-05-08
820,PRD0820,Produk_820,Makanan & Minuman,444,Gudang A,Habis,2742114.24,2025-05-04
821,PRD0821,Produk_821,Pakaian,403,Gudang B,Tersedia,4719452.78,2025-05-11
822,PRD0822,Produk_822,Pakaian,369,Gudang C,Segera Habis,1261942.68,2025-05-04
823,PRD0823,Produk_823,Pakaian,333,Gudang B,Segera Habis,511808.03,2025-05-05
824,PRD0824,Produk_824,Otomotif,129,Gudang A,Habis,1972374.81,2025-05-01
825,PRD0825,Produk_825,Otomotif,456,Gudang A,Tersedia,3087396.41,2025-05-01
826,PRD0826,Produk_826,Peralatan Rumah Tangga,292,Gudang C,Tersedia,4305386.7,2025-05-02
827,PRD0827,Produk_827,Peralatan Rumah Tangga,19,Gudang B,Habis,1737522.46,2025-05-14
828,PRD0828,Produk_828,Pakaian,281,Gudang C,Tersedia,3272395.89,2025-05-08
829,PRD0829,Produk_829,Makanan & Minuman,284,Gudang B,Habis,1757491.42,2025-05-07
830,PRD0830,Produk_830,Elektronik,0,Gudang A,Tersedia,3089925.72,2025-05-15
831,PRD0831,Produk_831,Otomotif,118,Gudang C,Tersedia,4425191.66,2025-05-15
832,PRD0832,Produk_832,Makanan & Minuman,34,Gudang C,Segera Habis,1164474.63,2025-05-10
833,PRD0833,Produk_833,Kesehatan,197,Gudang A,Tersedia,2027165.79,2025-05-09
834,PRD0834,Produk_834,Otomotif,484,Gudang C,Tersedia,4966393.33,2025-05-05
835,PRD0835,Produk_835,Otomotif,244,Gudang B,Tersedia,4344099.57,2025-05-02
836,PRD0836,Produk_836,Peralatan Rumah Tangga,58,Gudang B,Tersedia,2827552.89,2025-05-07
837,PRD0837,Produk_837,Elektronik,324,Gudang B,Habis,2587971.68,2025-05-15
838,PRD0838,Produk_838,Elektronik,160,Gudang B,Tersedia,1430155.91,2025-05-08
839,PRD0839,Produk_839,Kesehatan,496,Gudang A,Segera Habis,2590875.04,2025-05-12
840,PRD0840,Produk_840,Kesehatan,178,Gudang C,Habis,4242425.68,2025-05-07
841,PRD0841,Produk_841,Otomotif,205,Gudang B,Tersedia,3429020.82,2025-05-14
842,PRD0842,Produk_842,Pakaian,11,Gudang A,Habis,1457319.7,2025-05-07
843,PRD0843,Produk_843,Peralatan Rumah Tangga,489,Gudang C,Tersedia,1015304.97,2025-05-12
844,PRD0844,Produk_844,Peralatan Rumah Tangga,275,Gudang C,Tersedia,1333390.6,2025-05-15
845,PRD0845,Produk_845,Otomotif,180,Gudang A,Segera Habis,857098.41,2025-05-14
846,PRD0846,Produk_846,Makanan & Minuman,241,Gudang A,Tersedia,487247.07,2025-05-05
847,PRD0847,Produk_847,Pakaian,215,Gudang B,Tersedia,2101489.51,2025-05-02
848,PRD0848,Produk_848,Otomotif,250,Gudang C,Tersedia,575365.03,2025-05-06
849,PRD0849,Produk_849,Pakaian,298,Gudang C,Tersedia,867843.66,2025-05-04
850,PRD0850,Produk_850,Pakaian,125,Gudang A,Tersedia,2741150.17,2025-05-10
851,PRD0851,Produk_851,Pakaian,481,Gudang C,Habis,831350.38,2025-05-02
852,PRD0852,Produk_852,Otomotif,216,Gudang B,Tersedia,328760.04,2025-05-12
853,PRD0853,Produk_853,Peralatan Rumah Tangga,305,Gudang C,Tersedia,1593770.36,2025-05-09
854,PRD0854,Produk_854,Peralatan Rumah Tangga,284,Gudang A,Tersedia,1109392.3,2025-05-07
855,PRD0855,Produk_855,Pakaian,184,Gudang A,Tersedia,2581372.89,2025-05-06
856,PRD0856,Produk_856,Makanan & Minuman,38,Gudang B,Tersedia,520811.75,2025-05-12
857,PRD0857,Produk_857,Elektronik,222,Gudang B,Tersedia,3761336.23,2025-05-05
858,PRD0858,Produk_858,Otomotif,183,Gudang C,Tersedia,4532105.26,2025-05-03
859,PRD0859,Produk_859,Elektronik,494,Gudang C,Tersedia,3719741.52,2025-05-12
